campaign	episodic_scripting	dismiss_advice	()		Dismisses the advisor panel.
campaign	episodic_scripting	dismiss_advice_at_end_turn	(should_dismiss: boolean)		Set whether or not advice should be dismissed on ending turn.
campaign	episodic_scripting	embed_agent_in_force	(agent: CHARACTER_SCRIPT_INTERFACE, military_force: MILITARY_FORCE_SCRIPT_INTERFACE)		Instantly embed the specified agent in the specified force. The agent will teleport into the force, disregarding normal restrictions other than that force being under siege.
campaign	episodic_scripting	enable_camera_bearing_clamp	(min_rotation: number, max_rotation: number)		Enables a yaw (side to side) rotation constraint on the camera. Such a constraint may be later unset with cm:disable_camera_bearing_clamp.
campaign	episodic_scripting	enable_movement_for_character	(character_lookup: string)		Re-enables movement for a specified character after it has been disabled with cm:disable_movement_for_character or cm:disable_movement_for_faction.
campaign	episodic_scripting	enable_movement_for_faction	(faction_key: string)		Re-enables movement for every character in the specified faction after it has been disabled with cm:disable_movement_for_character or cm:disable_movement_for_faction.
campaign	episodic_scripting	enable_ui	(enable_ui: boolean)		Enables or disables the user interface.
campaign	episodic_scripting	end_turn	(force: boolean?)		Ends the turn for the current faction, optionally forcing at the next opportunity. This optional flag should only be set for a player faction.
campaign	episodic_scripting	end_turn_for_faction	(faction: FACTION_SCRIPT_INTERFACE)		Ends the turn for the specified faction.
campaign	episodic_scripting	equip_armory_item_set_on_character	(character: CHARACTER_SCRIPT_INTERFACE, armory_item_set: string)	boolean	Equips all armory items in the specified armory set on the specified character.
campaign	episodic_scripting	equip_armory_item_variant_on_character	(character: CHARACTER_SCRIPT_INTERFACE, item_variant: string, clear_conflicting_items: boolean)	boolean	Equips a specific variant of an armory item on the specified character.
campaign	episodic_scripting	event_feed_event_type_pending	(event_type: string)	boolean	Returns whether any event messages of the supplied type are currently being blocked/withheld by event feed suppression. If this function returns true for a specified event type, then the withheld event messages may be shown by calling cm:whitelist_event_feed_e...
campaign	episodic_scripting	exempt_province_from_tax_for_all_factions_and_set_default	(region_key: string, exempt: boolean)		Exempt the province containing specified region from tax for all factions that own a settlement within it, and set the default for future factions.
campaign	episodic_scripting	exempt_region_from_tax	(region_key: string, exempt: boolean)		Exempts, or un-exempts, the province containing specified region from tax contributions.
campaign	episodic_scripting	faction_add_pooled_resource	(faction_key: string, resource_key: string, factor_key: string, amount: number)		Add the specified amount to the specified resource pool (type of resource), as the specified factor (type of change). The supplied value will be clamped to pool and factor bounds.
campaign	episodic_scripting	faction_imprison_character	(imprisoning_faction: FACTION_SCRIPT_INTERFACE, imprisoned_character: CHARACTER_SCRIPT_INTERFACE)		Puts the supplied character into the supplied faction's prison.
campaign	episodic_scripting	faction_mod_food_factor_value	(faction_key: string, food_factor_key: string, modifier: number)		Modifies the per-turn modifier of a scripted food type for a specified faction. This is the amount of food of this type this faction will earn per-turn. The supplied value is added to the existing modifier value.
campaign	episodic_scripting	faction_offers_peace_to_other_faction	(proposing_faction_key: string, target_faction_key: string)		Compels one faction to offer peace to another faction that it's at war with. The target faction may decline.
campaign	episodic_scripting	faction_perform_action_on_prisoner	(faction: FACTION_SCRIPT_INTERFACE, character: FAMILY_MEMBER_SCRIPT_INTERFACE, action: string)		Performs an action on a character within the faction's prison.
campaign	episodic_scripting	faction_purchase_unit_effect	(faction: FACTION_SCRIPT_INTERFACE, unit: UNIT_SCRIPT_INTERFACE, purchasable_effect: unit_purchasable_effect)		Makes the supplied faction purchase a supplied effect for a supplied unit. Unit purchasable effects are upgrades for units, which is supported for some factions/races.
campaign	episodic_scripting	faction_set_food_factor_multiplier	(faction_key: string, food_factor_key: string, multiplier: number)		Sets the multiplier of a scripted food type for a specified faction. The amount of food of this type this faction will earn per-turn will be multiplied by this amount.
campaign	episodic_scripting	faction_set_food_factor_value	(faction_key: string, food_factor_key: string, modifier: number)		Sets the per-turn modifier of a scripted food type for a specified faction. This is the amount of food of this type this faction will earn per-turn.
campaign	episodic_scripting	faction_set_unit_purchasable_effect_lock_state	(faction: FACTION_SCRIPT_INTERFACE, purchasable_effect: string, lock_reason: string, should_lock: boolean)		Locks or unlocks the purchasable unit effect faction-wide, with an optional lock reason record.
campaign	episodic_scripting	faction_unpurchase_unit_effect	(unit: UNIT_SCRIPT_INTERFACE, purchasable_effect: unit_purchasable_effect)		Makes the supplied faction unpurchase a supplied effect for a supplied unit, marking the effect as purchasable again. See also cm:faction_purchase_unit_effect.
campaign	episodic_scripting	fade_scene	(brightness: number, duration: number)		Fades the scene to black or back to picture over a specified period.
campaign	episodic_scripting	fail_custom_mission	(faction_key: string, mission_key: string)		Fails an active custom mission.
campaign	episodic_scripting	filesystem_lookup	(path: string)	string	Perform a VFS lookup in the specified path (root is the data folder) for files matching the pattern. Returns a comma-delimited list of files found.
campaign	episodic_scripting	find_valid_spawn_location_for_character_from_character	(faction_key: string, character_lookup: string, in_same_region: boolean, preferred_distance: number?)	logical, logical	Utilises the pathfinder to locate and return a valid logical spawn point for a character, based around another character. Returns -1, -1 if invalid.
campaign	episodic_scripting	find_valid_spawn_location_for_character_from_position	(faction_key: string, x: number, y: number, in_same_region: boolean, preferred_distance: number?)	logical, logical	Utilises the pathfinder to locate and return a valid spawn point for a character, based around a position. Returns -1, -1 if invalid.
campaign	episodic_scripting	find_valid_spawn_location_for_character_from_settlement	(faction_key: string, region_key: string, on_sea: boolean, in_same_region: boolean, preferred_spawn_distance: number?)	logical, logical	Utilises the pathfinder to locate and return a valid spawn point for a character, based around a settlement. Returns -1, -1 if invalid.
campaign	episodic_scripting	force_add_ancillary	(target_character: CHARACTER_SCRIPT_INTERFACE, ancillary_key: string, force_equip: boolean, suppress_event_feed: boolean)		Grant the specified ancillary to the specified character.
campaign	episodic_scripting	force_add_skill	(character_lookup: string, skill_key: string)		Grant the specified skill to the specified character, or adds a point if they already have it.
campaign	episodic_scripting	force_add_trait	(character_lookup: string, trait_key: string, trait_points: number?)		Grant the specified trait to the specified character. If the character already has the trait, a trait point will be added.
campaign	episodic_scripting	force_add_trait_to_character_details	(character_details: CHARACTER_DETAILS_SCRIPT_INTERFACE, trait_key: string)		Grant the specified trait to the specified character, using the character's persistent character details interface. If the character already has the trait, a trait point will be added.
campaign	episodic_scripting	force_agent_action_success_for_human	(force_success: boolean)		Force the local player's faction to succeed at all agent actions.
campaign	episodic_scripting	force_alliance	(first_faction_key: string, second_faction_key: string, is_military_alliance: boolean)		Force two factions to become defensive or military allies.
campaign	episodic_scripting	force_attack_of_opportunity	(attacker_cqi: number, target_cqi: number, is_ambush: boolean)		Orders the specified character to attack a target character through an attack of opportunity - either an interception or an ambush. Note that this function requires character cqis to be passed in as arguments and not lookup strings.
campaign	episodic_scripting	force_change_cai_faction_personality	(faction_key: string, personality_key: string)		Force the specified faction to adopt the specified AI personality.
campaign	episodic_scripting	force_character_force_into_stance	(character_lookup: string, stance_key: string)		Forces the military force commanded by the specified character into the specified stance.
campaign	episodic_scripting	force_confederation	(proposing_faction_key: string, target_faction_key: string)		Forces a proposing faction to subsume a target faction into its confederation.
campaign	episodic_scripting	force_cook_recipe	(faction: FACTION_SCRIPT_INTERFACE, recipe: string, apply_cost: boolean)	boolean	Force a recipe to be cooked for a faction. The default ingredients will be used.
campaign	episodic_scripting	force_cook_recipe_with_ingredients	(faction: FACTION_SCRIPT_INTERFACE, recipe: string, primary_ingredients: table, secondary_ingredients: table, apply_cost: boolean)	boolean	Force a recipe to be cooked for a faction with the specified ingredients. The ingredients lists should be specified as tables of strings.
campaign	episodic_scripting	force_declare_war	(attacking_faction_key: string, target_faction_key: string, invite_attacker_allies: boolean, invite_defender_allies: boolean)		Forces one faction to declare war on another.
campaign	episodic_scripting	force_diplomacy_new	(source_faction: string, target_faction: string, bitmask: number, can_offer: boolean, can_accept: boolean)		Disables or re-enables availability of a set of diplomacy types between factions described in the faction and target specifiers. Specifiers can be all, faction:&lt;faction_key&gt;, subculture:&lt;subculture_key&gt; or culture:&lt;culture_key&gt;.
campaign	episodic_scripting	force_grant_military_access	(granting_faction_key: string, recipient_faction_key: string, is_hard_access: boolean)		Force one faction to grant another faction military access to its territory.
campaign	episodic_scripting	force_make_peace	(first_faction_key: string, second_faction_key: string)		Forces peace between two warring factions.
campaign	episodic_scripting	force_make_trade_agreement	(first_faction_key: string, second_faction_key: string)		Forces a trade agreement between two specified factions. If no agreement is possible then nothing will happen.
campaign	episodic_scripting	force_make_vassal	(vassalising_faction_key: string, vassal_faction_key: string)		Force one faction to vassalise another faction.
campaign	episodic_scripting	force_rebellion_in_region	(region_key: string, units: number, x: number, y: number, suppress_message: boolean)		Force a rebellion of a specified size in the specified region.
campaign	episodic_scripting	force_rebellion_with_faction	(region: REGION_SCRIPT_INTERFACE, faction_key: string, max_units: number, full_strength: boolean, suppress_public_order_penalty: boolean?)	MILITARY_FORCE_SCRIPT_INTERFACE	Forces a rebellion by a specified faction of a specified size in a given region. If a rebellion force is spawned then it is returned.
campaign	episodic_scripting	force_remove_ancillary	(target_character: CHARACTER_SCRIPT_INTERFACE, ancillary_key: string, remove_to_pool: boolean, suppress_event_feed: boolean)		Remove the specified ancilliary from the specified character.
campaign	episodic_scripting	force_remove_ancillary_from_faction	(faction: FACTION_SCRIPT_INTERFACE, ancillary_key: string)		Remove all instances of the specified ancillary from every character, and the shared ancillary pool, of the specified faction.
campaign	episodic_scripting	force_remove_trait	(character_lookup: string, trait_key: string)		Removes the specified trait from the specified character. If the character is past the point of no return in the trait, it will be removed anyway.
campaign	episodic_scripting	force_reset_skills	(character_lookup: string)		Completely resets the skill points of the target character. Does not remove background skills.
campaign	episodic_scripting	force_terrain_patch_visible	(patch: string)		Forces a terrain patch to be visible, alongside its associated props, trees and areas of interest. If an empty string is passed then all patch areas will be visible. The visibility change applies to all factions.
campaign	episodic_scripting	force_winds_of_magic_change	(area_key: string, strength_key: string)		Forces a change in the winds of magic for a given area.
campaign	episodic_scripting	foreign_slot_instantly_dismantle_building	(foreign_slot_cqi: number)		Instantly dismantles the building in the specified foreign slot. The slot is specified by slot cqi, which can be obtained from the foreign_slot script interface on the model_hierarchy.
campaign	episodic_scripting	foreign_slot_instantly_upgrade_building	(foreign_slot_cqi: number, building_key: string)		Instantly upgrades the building in the specified foreign slot. The slot is specified by slot cqi, which can be obtained from the foreign_slot script interface on the model_hierarchy.
campaign	episodic_scripting	get_active_armory_item_variant_slot_state_for_character	(character: CHARACTER_SCRIPT_INTERFACE, item_variant: string)	string	Returns the active slot state for the specified armory item variant on the specified character. If no slot state value can be found then "INVALID" is returned.
campaign	episodic_scripting	get_building_level_upgrades	(building_key: string)	table	Returns a lua table containing a list of building keys that are upgrades from a supplied building key. If the building specified by the supplied key has no upgrades then the returned table will be empty.
campaign	episodic_scripting	get_camera_position	()	number, number, number, number, number	Returns the current position of the camera.
campaign	episodic_scripting	get_tint_activity_state_for_character	(character: CHARACTER_SCRIPT_INTERFACE)	boolean	Returns whether tinting is active on the supplied character.
campaign	episodic_scripting	grant_faction_additional_vision	(faction: FACTION_SCRIPT_INTERFACE, region_data: REGION_DATA_SCRIPT_INTERFACE, duration: number?)		Grants a faction visibility over a region they might not otherwise be able to see for a number of turns, or indefinitely. This additional vision will persist through shroud recalculations.
campaign	episodic_scripting	grant_unit_to_character	(character_lookup: string, unit_key: string)		Create and add a specifiec unit to a military force commanded by a specified character. The unit will only be created if there is room for it in the force.
campaign	episodic_scripting	heal_garrison	(region_cqi: number)		Heals the garrison army (and navy, where applicable) in the specified region back to full health. The region is specified by cqi.
campaign	episodic_scripting	heal_military_force	(force: MILITARY_FORCE_SCRIPT_INTERFACE)		Heals the supplied military force back to full health.
campaign	episodic_scripting	highlight_movement_extents	(should_highlight: boolean)		Causes movement extents surrounded a selected character in the game to flash or not.
campaign	episodic_scripting	highlight_selected_character_zoc	(should_highlight: boolean)		Causes the zone of control surrounding a selected character in the game to flash or not.
campaign	episodic_scripting	instant_set_building_health_percent	(region_key: string, building_key: string, health_percent: number)		Instantly set the health of a building.
campaign	episodic_scripting	instantly_set_settlement_primary_slot_level	()	BUILDING_SCRIPT_INTERFACE	Instantly sets the primary slot level of the supplied settlement. The supplied level will be clamped to the maximum level of the chain. The new primary slot building will be returned.
campaign	episodic_scripting	is_armory_item_compatible_with_agent_subtype	(character: CHARACTER_SCRIPT_INTERFACE, armory_item: string)	boolean	Returns whether the specified armory item is compatible with the specified character's agent subtype.
campaign	episodic_scripting	is_armory_item_compatible_with_categories_on_character	(character: CHARACTER_SCRIPT_INTERFACE, armory_item: string)	boolean	Returns whether the supplied armory item can be equipped by the specified character, based on the armory set categories associated with that character.
campaign	episodic_scripting	is_benchmark_mode	()	boolean	Returns true if this campaign is running in benchmark mode, meaning it was launched from the benchmark section in the graphics options.
campaign	episodic_scripting	is_cinematic_editor_attached	()	boolean	Returns whether the cinematic editor tool is currently attached to the game.
campaign	episodic_scripting	is_dlc_flag_enabled	(dlc_product_key: string, player_faction_key: string)	dlc	Returns whether the dlc with the specified key is activated for the given player, specified by faction.
campaign	episodic_scripting	is_new_game	()	boolean	Returns true if this a new campaign game, or false otherwise. A new game is one that has yet to be saved and reloaded.
campaign	episodic_scripting	is_replay	()	boolean	Returns whether this a campaign replay.
campaign	episodic_scripting	join_garrison	(character_lookup: string, settlement: string)		Orders the specified character to move into a specified garrison residence. The garrison is specified by settlement key. This is equivalent to the player or AI issuing the same order, and as such should only be done on that faction's turn.
campaign	episodic_scripting	kill_character	(character_lookup: string, destroy_force: boolean)		Kills a specified character, and optionally also the entire military force they command.
campaign	episodic_scripting	kill_character_and_commanded_unit	(character_lookup: string, destroy_force: boolean)		Kills a specified character and their associated unit, and optionally also the entire military force they command.
campaign	episodic_scripting	launch_custom_dilemma_from_builder	(dilemma_builder: campaign_dilemma_builder, faction: FACTION_SCRIPT_INTERFACE)		Launches a dilemma previously constructed with cm:create_dilemma_builder for the recipient faction.
campaign	episodic_scripting	launch_custom_incident_from_builder	(incident_builder: campaign_incident_builder, faction: FACTION_SCRIPT_INTERFACE)		Launches an incident previously constructed with cm:create_incident_builder for the recipient faction.
campaign	episodic_scripting	leave_garrison	(character_lookup: string, settlement: string)		Make the specified garrisoned character leave their garrison and move to a specified logical positon. Orders the specified character to move into a specified garrison residence. The garrison is specified by settlement key.
campaign	episodic_scripting	load_named_value	(value_name: string, default_value: string|number|boolean, context_object: context)	string|number|boolean	Reads a value from a loading game. Should only be called when the LoadingGame event is received, and must be passed the context object supplied by that event.
campaign	episodic_scripting	lock_one_technology_node	(faction_key: string, technology_key: string)		Lock one technology node, without locking any of its children.
campaign	episodic_scripting	lock_ritual	(faction: FACTION_SCRIPT_INTERFACE, ritual_key: string)		Lock a ritual for a faction.
campaign	episodic_scripting	lock_ritual_chain	(faction: FACTION_SCRIPT_INTERFACE, ritual_chain_key: string)		Lock a ritual chain for a faction.
campaign	episodic_scripting	lock_rituals_in_category	(faction: FACTION_SCRIPT_INTERFACE, ritual_category_key: string)		Lock all rituals in a category for a faction.
campaign	episodic_scripting	lock_starting_character_recruitment	(startpos_id: string, faction_key: string)		Locks recruitment of a starting character, preventing them from being created from the recruitment pool. This also works for characters that are convalescing. The character must be specified by startpos id.
campaign	episodic_scripting	lock_technology	(faction_key: string, technology_key: string)		Lock a specified technology and all technologies that are children of it, for a specified faction. This setting is saved into the campaign save file when the game is saved, and automatically re-established when the campaign is reloaded.
campaign	episodic_scripting	make_diplomacy_available	(first_faction_key: string, second_faction_key: string)		Makes diplomacy available between two factions, as if they had discovered each other on the campaign map.
campaign	episodic_scripting	make_neighbouring_regions_seen_in_shroud	()		Makes all neighbouring regions seen in the shroud, for all factions. This effect will persist until the next round.
campaign	episodic_scripting	make_neighbouring_regions_visible_in_shroud	()		Makes all neighbouring regions visible in the shroud, for all factions. This effect will persist until the next round.
campaign	episodic_scripting	make_region_seen_in_shroud	(faction_key: string, region_key: string)		Sets the shroud state of a specified land region to seen, for a specific faction. The region specified must be a land region.
campaign	episodic_scripting	make_region_visible_in_shroud	(faction_key: string, region_key: string)		Removes the shroud from a specified land region for a specific faction. The region specified must be a land region.
campaign	episodic_scripting	make_sea_region_seen_in_shroud	(region_key: string)		Sets the shroud state of a specified sea region for all factions to seen. The specified region must be a sea region.
campaign	episodic_scripting	make_sea_region_visible_in_shroud	(region_key: string)		Removes the shroud from a specified sea region for all factions.
campaign	episodic_scripting	mission_is_active_for_faction	(faction: FACTION_SCRIPT_INTERFACE, key: mission)		Checks whether the supplied faction has an active mission with the specified key.
campaign	episodic_scripting	model	()	model	Returns a handle to the campaign model object.
campaign	episodic_scripting	modify_character_personal_loyalty_factor	(character_lookup: string, loyalty_modifier: number)		Modifies the loyalty of a specified character.
campaign	episodic_scripting	modify_faction_slaves_in_a_faction	(faction_key: string, change: number)		Modify the number of faction slaves in the specified faction. The change can be positive or negative. This function will only have an affect if the target faction makes use of the slaves mechanic.
campaign	episodic_scripting	modify_faction_slaves_in_a_faction_province	(region_key: string, change: number)		Modify the number of faction slaves in the province containing a specified region. The change can be positive or negative. This function will only have an affect if the target faction makes use of the slaves mechanic.
campaign	episodic_scripting	modify_next_autoresolve_battle	(attacker_win_chance: number, defender_win_chance: number, attacker_losses_modifier: number, defender_losses_modifier: number, kill_loser: boolean)		Modifies the result of the next autoresolved battle.
campaign	episodic_scripting	move_caravan	(caravan: caravan)	boolean	Move a caravan to the next node on its current path. A boolean value indicating whether the movement was successful is returned.
campaign	episodic_scripting	move_to	(character_lookup: string, x: number, y: number)		Orders the specified character to move to a specified logical position. This is equivalent to the player or AI issuing the same order, and as such should only be done on that faction's turn.
campaign	episodic_scripting	move_to_queued	(character_lookup: string, x: number, y: number)		Orders the specified character to move to a specified logical position. This action is queue if another action is currently active. Note that if the character is in a settlement, or the intended destination is a settlement, an enemy army, or another kind of sp...
campaign	episodic_scripting	override_attacker_win_chance_prediction	(chance: number)		Set the attackers predicted win chance percentage for the next battle, affecting the balance of power shown on the pre-battle screen. This will not change the result. This function will only work if called while the pending battle is being set up.
campaign	episodic_scripting	override_building_chain_display	(building_chain_key: string, override_chain_key: string, region_key: string?)		Override the display of a building chain so that it appears as another building chain in the ui. A region key may optionally be specified to only override the building chain there.
campaign	episodic_scripting	override_human_player_max_units	(max_units: number)		Overrides the maximum number of units a human player may have in their force. Pass any value at or below 0 to clear the override. This does not remove existing units if there are more than the cap in any player army.
campaign	episodic_scripting	override_ui	(ui_override_name: string, activate_override: boolean)		Activates or deactivates a ui override.
campaign	episodic_scripting	pending_battle_add_scripted_tile_upgrade_tag	(tile_upgrade_key: string)	boolean	Adds the specified tile upgrade to the currently active pending battle. This should match the key of a tile upgrade set within the map data of the tile the battle will be fought on, so its use is highly situational.
campaign	episodic_scripting	pending_battle_remove_scripted_tile_upgrade_tags	(tile_upgrade_key: string)	boolean	Removes the specified tile upgrade from the currently active pending battle. The function will only work if called while the pending battle is being set up.
campaign	episodic_scripting	perform_ritual	(performing_faction_key: string, target_faction_key: string, ritual_key: string)		Perform a ritual for a faction. The ritual must be available and valid for the action to succeed.
campaign	episodic_scripting	perform_ritual_with_setup	(setup: modify_ritual_setup)		Perform a ritual with the provided setup. It must be available and valid for this call to succeed. Both modify and standard ritual setup interfaces are valid for this method.
campaign	episodic_scripting	play_movie_in_ui	(movie_path: string)		Plays a movie in the movie panel, by path from the data/Movies directory.
campaign	episodic_scripting	pooled_resource_factor_transaction	(resource_manager: pooled_resource_manager, resource_factor_key: string, amount: number)		Apply a transaction to a pooled resource manager. The single factor to change and amount to change it by are supplied as arguments.
campaign	episodic_scripting	pooled_resource_transaction	(resource_manager: pooled_resource_manager, resource_cost_key: string)		Apply a transaction to a pooled resource manager. A record from the resource_costs database table is specified, which determines the factors and amounts of pooled resources to modify.
campaign	episodic_scripting	randomise_character_name	(character: CHARACTER_SCRIPT_INTERFACE)		Replace the name of the supplied character with a new random name from the pool. Don't use this function on rebel characters.
campaign	episodic_scripting	reassign_ancillaries_to_character_of_same_faction	(source_character: CHARACTER_SCRIPT_INTERFACE, destination_character: CHARACTER_SCRIPT_INTERFACE)		Reassign all ancillaries from one character to another.
campaign	episodic_scripting	recruit_caravan	(faction: FACTION_SCRIPT_INTERFACE, caravan_recruitment_item: caravan_recruitment_item)	caravan	Recruits the specified caravan recruitment item into the specified faction. If successful, a caravan script interface is returned.
campaign	episodic_scripting	region_slot_instantly_dismantle_building	(slot: slot)		Instantly dismantle the building in the supplied region slot.
campaign	episodic_scripting	region_slot_instantly_repair_building	(slot: slot)		Instantly repair the building in the specified slot.
campaign	episodic_scripting	region_slot_instantly_upgrade_building	(slot: slot, building_key: string)		Instantly upgrade the building in the supplied region slot to the supplied building. The building specified must be a valid upgrade for the building chain present in the slot.
campaign	episodic_scripting	register_instant_movie	(movie_path: string)		Plays a fullscreen movie, by path from the data/Movies directory.
campaign	episodic_scripting	register_outro_movie	(movie_path: string)		Plays a fullscreen movie for an outro, by path from the data/Movies directory. The campaign will exit once playback has completed.
campaign	episodic_scripting	remove_all_background_skills	(character_lookup: string)		Forcibly remove all background skills for the specified character.
campaign	episodic_scripting	remove_area_trigger	(trigger_name: string)		Removes any area triggers established with cm:add_circle_area_trigger or cm:add_outline_area_trigger with the supplied name.
campaign	episodic_scripting	remove_armory_item_category_set_membership	(character: CHARACTER_SCRIPT_INTERFACE, category: string)		Removes an armory set category from the specified character, meaning they will no longer be able to equip armory items from that category.
campaign	episodic_scripting	remove_armory_item_from_character	(character: CHARACTER_SCRIPT_INTERFACE, armory_item: string)	boolean	Removes an armory item from a character.
campaign	episodic_scripting	remove_attack_of_opportunity_overrides	(character_lookup: string)		Removes any attack of opportunity override previously placed on the target character with cm:add_attack_of_opportunity_overrides.
campaign	episodic_scripting	remove_character_vfx	(character_cqi: number, vfx: string)		Removes a vfx from a specified character.
campaign	episodic_scripting	remove_custom_battlefield	(id: string)		Removes a custom battle override previously set with cm:add_custom_battlefield. Note that the campaign_manager intercepts calls which modify custom battlefield records, and will defer them if a battle is currently active and has been fought.
campaign	episodic_scripting	remove_effect_bundle	(effect_bundle_key: string, faction_key: string)		Removes a previously-applied effect bundle from a faction.
campaign	episodic_scripting	remove_effect_bundle_from_character	(effect_bundle: string, character: CHARACTER_SCRIPT_INTERFACE)		Removes an effect bundle from a character.
campaign	episodic_scripting	remove_effect_bundle_from_characters_force	(effect_bundle_key: string, character_cqi: number)		Removes a previously-applied effect bundle from a military force, specified by its commanding character.
campaign	episodic_scripting	remove_effect_bundle_from_faction_province	(effect_bundle: string, region: REGION_SCRIPT_INTERFACE)		Removes an effect bundle from a faction province. The faction province is specified by region interface. The effect bundle will be removed from the portion of the province owned by the owner of the specified region - this can be the whole province if one facti...
campaign	episodic_scripting	remove_effect_bundle_from_force	(effect_bundle_key: string, force_cqi: number)		Removes a previously-applied effect bundle from a military force.
campaign	episodic_scripting	remove_effect_bundle_from_region	(effect_bundle_key: string, region_key: string)		Removes a previously-applied effect bundle from a campaign map region.
campaign	episodic_scripting	remove_event_restricted_building_record	(building_key: string)		Removes a restriction previously added with cm:add_event_restricted_building_record.
campaign	episodic_scripting	remove_event_restricted_building_record_for_faction	(building_key: string, faction_key: string)		Removes a restriction previously added with cm:add_event_restricted_building_record_for_faction.
campaign	episodic_scripting	remove_event_restricted_unit_record	(unit_key: string)		Removes a restriction previously added with cm:add_event_restricted_unit_record.
campaign	episodic_scripting	remove_event_restricted_unit_record_for_faction	(unit_key: string, faction_key: string)		Removes a restriction previously added with cm:add_event_restricted_unit_record_for_faction.
campaign	episodic_scripting	remove_faction_additional_vision	(faction: FACTION_SCRIPT_INTERFACE, region_data: REGION_DATA_SCRIPT_INTERFACE)		Removes a faction's additional visibility over a region. If no additional visiblity was set for this faction/region with cm:grant_faction_additional_vision then nothing will happen.
campaign	episodic_scripting	remove_faction_foreign_slots_from_region	(faction_cqi: number, region_cqi: number)		Removes the specified foreign slot set from the target region, for the target faction.
campaign	episodic_scripting	remove_garrison_residence_vfx	(character_cqi: number, vfx: string)		Removes a vfx from a specified character.
campaign	episodic_scripting	remove_hex_area_trigger	(trigger_name: string)		Removes any area triggers established with cm:add_hex_area_trigger with the supplied trigger name.
campaign	episodic_scripting	remove_interactable_campaign_marker	(unique_id: string)		Removes an interactable campaign marker that was previously added with cm:add_interactable_campaign_marker, by unique id.
campaign	episodic_scripting	remove_marker	(marker_id: string)		Removes a marker previously added using cm:add_marker, by marker id.
campaign	episodic_scripting	remove_regular_pooled_resource_transaction	(entity_interface: interface, resource_cost_key: string)		Removes a specified regular resource transaction from an entity such as a character, faction or province. An empty key will remove all regular pooled resource transactions for the entity in the system.
campaign	episodic_scripting	remove_script_state	(object: any?, key: string)		Removes a value from the shared state system. An optional object with which the value is associated, such as a faction script interface, may be supplied as the first argument.
campaign	episodic_scripting	remove_scripted_composite_scene	(name: string)		Removes a composite scene previously added by script, by the unique name given.
campaign	episodic_scripting	remove_scripted_mission_entities	(mission_key: string, script_key: string, entities: table)		Remove specified entity completion states that were previously added with cm:set_scripted_mission_entity_completion_states from a scripted mission objective.
campaign	episodic_scripting	remove_skill_point	(character_lookup: string, skill_key: string)	boolean	Remove a skill point from the specified character and skill. Returns true if successful.
campaign	episodic_scripting	remove_time_trigger	(id: string)		Removes a time trigger by string id.
campaign	episodic_scripting	remove_unit_from_character	(character_lookup: string, unit_key: string)		Remove the first instance of the specified unit from the force commanded by the specified character.
campaign	episodic_scripting	remove_vfx	(vfx_id: string)		Removes a vfx previously added with cm:add_vfx, by vfx id.
campaign	episodic_scripting	replace_general_in_force	(military_force: MILITARY_FORCE_SCRIPT_INTERFACE, agent_subtype: string)	CHARACTER_SCRIPT_INTERFACE	Replaces the commanding general of the specified military force with a new character of the specified agent subtype. The new commanding character is returned.
campaign	episodic_scripting	replenish_action_points	(character_lookup: string)		Replenishes the action points of a specified character.
campaign	episodic_scripting	reset_forced_terrain_patch_visibility	()		Resets all terrain patch visility changes previously made with cm:force_terrain_patch_visible.
campaign	episodic_scripting	reset_shroud	(faction: FACTION_SCRIPT_INTERFACE?)		Resets the shroud of a specified faction. If no faction is specified, the shrouds of all factions are reset.
campaign	episodic_scripting	restore_shroud_from_snapshot	()		Restores the state of the shroud across the map after it has been cached with cm:take_shroud_snapshot.
campaign	episodic_scripting	rollback_linked_ritual_chain	(ritual_chain_key: string, stage: number)		Rolls back a linked ritual chain to the specified stage. It is safe to call this function if the ritual chain isn't at this stage yet.
campaign	episodic_scripting	save_named_value	(value_name: string, value_to_save: string|number|boolean, context_object: context)		Write a value to the savegame. This should only be called when the SavingGame event is received, and must be passed the context object supplied by that event.
campaign	episodic_scripting	scroll_camera_with_direction	(adjust_endpoint: boolean, scroll_time: number)		Scroll the camera along a list of co-ordinates that define a spline.
campaign	episodic_scripting	seek_exchange	(character_lookup: string, target_character_lookup: string, show_ui: boolean)		Orders one character to seek a unit exchange with a target character, allowing troops to be swapped between the two armies they command.
campaign	episodic_scripting	set_ai_uses_human_display_speed	(use_human_speed: boolean)		Forces or un-forces any characters visible to humans to move at normal speed during the end-turn sequence. Overrides set using this function are saved into the savegame.
campaign	episodic_scripting	set_army_outer_movement_extents_rendering_disabled	(should_disable: boolean)		Globally disable or enable army movement extents from rendering.
campaign	episodic_scripting	set_army_trespass_disabled	(should_disable: boolean)		Globally disable or enable army trespassing penalties.
campaign	episodic_scripting	set_base_strategic_threat_score	(faction_interface: FACTION_SCRIPT_INTERFACE, threat_score: number)		Set the base strategic threat score for a faction. This corresponds to score levels seen in the faction_strategic_threat_levels database table.
campaign	episodic_scripting	set_battle_lighting_env_override	(file_name: string)		Override the battle environment of upcoming battles. This needs to be cleared by calling it without any parameters.
campaign	episodic_scripting	set_camera_height	(height: number)		Immediately sets the camera height.
campaign	episodic_scripting	set_camera_maximum_height	(height: number)		Sets a minimum height for the camera.
